,frame,x,y
1,31,713.6,578.29
2,32,714.92,578.42
3,33,716.24,578.56
4,34,717.57,578.69
5,35,718.89,578.83
6,36,720.21,578.96
7,37,721.53,579.1
8,38,722.86,579.23
9,39,724.18,579.37
10,40,725.5,579.5
11,41,722.6,578.71
12,42,719.7,577.92
13,43,716.8,577.13
14,44,713.9,576.34
15,45,711.0,575.55
16,46,708.1,574.76
17,47,705.2,573.97
18,48,702.3,573.18
19,49,699.4,572.39
20,50,696.5,571.6
21,51,698.35,571.86
22,52,700.2,572.12
23,53,702.05,572.38
24,54,703.9,572.64
25,55,705.75,572.9
26,56,707.6,573.16
27,57,709.45,573.42
28,58,711.3,573.68
29,59,713.15,573.94
30,60,715.0,574.2
31,61,711.44,572.09
32,62,707.88,569.98
33,63,704.32,567.87
34,64,700.76,565.76
35,65,697.2,563.65
36,66,693.64,561.54
37,67,690.08,559.43
38,68,686.52,557.32
39,69,682.96,555.21
40,70,679.4,553.1
41,71,681.25,554.42
42,72,683.1,555.74
43,73,684.95,557.06
44,74,686.8,558.38
45,75,688.65,559.7
46,76,690.5,561.02
47,77,692.35,562.34
48,78,694.2,563.66
49,79,696.05,564.98
50,80,697.9,566.3
51,81,699.35,567.09
52,82,700.8,567.88
53,83,702.25,568.67
54,84,703.7,569.46
55,85,705.15,570.25
56,86,706.6,571.04
57,87,708.05,571.83
58,88,709.5,572.62
59,89,710.95,573.41
60,90,712.4,574.2
61,91,712.27,573.67
62,92,712.14,573.14
63,93,712.01,572.61
64,94,711.88,572.08
65,95,711.75,571.55
66,96,711.62,571.02
67,97,711.49,570.49
68,98,711.36,569.96
69,99,711.23,569.43
70,100,711.1,568.9
71,101,709.12,568.77
72,102,707.14,568.64
73,103,705.16,568.51
74,104,703.18,568.38
75,105,701.2,568.25
76,106,699.22,568.12
77,107,697.24,567.99
78,108,695.26,567.86
79,109,693.28,567.73
80,110,691.3,567.6
81,111,692.09,568.0
82,112,692.88,568.4
83,113,693.67,568.8
84,114,694.46,569.2
85,115,695.25,569.6
86,116,696.04,570.0
87,117,696.83,570.4
88,118,697.62,570.8
89,119,698.41,571.2
90,120,699.2,571.6
91,121,700.52,572.0
92,122,701.84,572.4
93,123,703.16,572.8
94,124,704.48,573.2
95,125,705.8,573.6
96,126,707.12,574.0
97,127,708.44,574.4
98,128,709.76,574.8
99,129,711.08,575.2
100,130,712.4,575.6
101,131,712.0,575.6
102,132,711.6,575.6
103,133,711.2,575.6
104,134,710.8,575.6
