,frame,x,y
10,190,703.7,579.6
11,191,703.44,579.6
12,192,703.18,579.6
13,193,702.92,579.6
14,194,702.66,579.6
15,195,702.4,579.6
16,196,702.14,579.6
17,197,701.88,579.6
18,198,701.62,579.6
19,199,701.36,579.6
20,200,701.1,579.6
21,201,701.76,579.6
22,202,702.42,579.6
23,203,703.08,579.6
24,204,703.74,579.6
25,205,704.4,579.6
26,206,705.06,579.6
27,207,705.72,579.6
28,208,706.38,579.6
29,209,707.04,579.6
30,210,707.7,579.6
31,211,708.76,579.8
32,212,709.83,580.0
33,213,710.89,580.2
34,214,711.95,580.4
35,215,713.01,580.6
36,216,714.08,580.8
37,217,715.14,581.0
38,218,716.2,581.2
39,219,704.05,579.75
40,220,691.9,578.3
41,221,686.87,576.91
42,222,681.84,575.53
43,223,676.81,574.14
44,224,671.79,572.76
45,225,666.76,571.37
46,226,661.73,569.99
47,227,656.7,568.6
48,228,663.6,570.97
49,229,670.5,573.33
50,230,677.4,575.7
51,231,690.2,578.6
52,232,703.0,581.5
53,233,704.25,581.93
54,234,705.5,582.35
55,235,706.75,582.78
56,236,708.0,583.2
57,237,709.25,583.63
58,238,710.5,584.05
59,239,711.75,584.48
60,240,713.0,584.9
61,241,723.83,584.33
62,242,734.67,583.77
63,243,745.5,583.2
64,244,743.11,583.26
65,245,740.73,583.31
66,246,738.34,583.37
67,247,735.96,583.43
68,248,733.57,583.49
69,249,731.19,583.54
70,250,728.8,583.6
71,251,732.83,585.36
72,252,736.86,587.11
73,253,740.89,588.87
74,254,744.91,590.63
