,frame,x,y
0,360,701.02,576.93
1,361,701.81,577.07
2,362,702.6,577.2
3,363,703.39,577.34
4,364,704.17,577.48
5,365,704.96,577.62
6,366,705.75,577.75
7,367,706.54,577.89
8,368,707.32,578.03
9,369,708.11,578.16
10,370,708.9,578.3
11,371,707.71,578.3
12,372,706.52,578.3
13,373,705.33,578.3
14,374,704.14,578.3
15,375,702.95,578.3
16,376,701.76,578.3
17,377,700.57,578.3
18,378,699.38,578.3
19,379,698.19,578.3
20,380,697.0,578.3
21,381,695.81,577.64
22,382,694.62,576.98
23,383,693.43,576.32
24,384,692.24,575.66
25,385,691.05,575.0
26,386,689.86,574.34
27,387,688.67,573.68
28,388,687.48,573.02
29,389,686.29,572.36
30,390,685.1,571.7
31,391,679.1,569.73
32,392,673.1,567.75
33,393,667.1,565.78
34,394,661.1,563.8
35,395,666.63,565.12
36,396,672.17,566.43
37,397,677.7,567.75
38,398,683.23,569.07
39,399,688.77,570.38
40,400,694.3,571.7
41,401,694.34,571.96
42,402,694.38,572.23
43,403,694.41,572.49
44,404,694.45,572.75
45,405,694.49,573.01
46,406,694.53,573.28
47,407,694.56,573.54
48,408,694.6,573.8
49,409,700.4,577.35
50,410,706.2,580.9
51,411,707.73,580.9
52,412,709.25,580.9
53,413,710.78,580.9
54,414,712.3,580.9
55,415,711.07,580.9
56,416,709.83,580.9
57,417,708.6,580.9
58,418,707.37,580.9
59,419,706.13,580.9
60,420,704.9,580.9
61,421,704.11,580.77
62,422,703.32,580.64
