,frame,x,y
161,161,634.96,507.7
162,162,637.0,509.9
163,163,652.15,509.4
164,164,667.3,508.9
165,165,670.9,509.1
166,166,670.6,509.3
167,167,668.97,509.5
168,168,667.33,509.7
169,169,665.7,509.9
170,170,657.9,508.9
171,171,650.1,507.9
172,172,647.1,508.3
173,173,638.2,508.7
174,174,646.3,509.1
175,175,647.3,509.5
176,176,660.4,509.9
177,177,657.72,510.35
178,178,655.03,510.8
179,179,652.35,511.25
180,180,649.67,511.7
181,181,646.98,512.15
182,182,644.3,512.6
183,183,648.35,511.8
184,184,652.4,511.0
185,185,656.45,510.2
186,186,660.5,509.4
187,187,647.33,508.6
188,188,634.17,507.8
189,189,621.0,507.0
190,190,619.2,505.1
191,191,621.7,504.65
192,192,624.2,504.2
193,193,638.85,506.43
194,194,653.5,508.65
195,195,668.15,510.88
196,196,682.8,513.1
197,197,688.3,513.3
198,198,691.8,513.5
199,199,698.4,513.7
200,200,716.5,523.7
201,201,706.3,519.0
202,202,693.7,514.2
203,203,675.9,509.0
204,204,670.0,508.1
205,205,702.1,512.5
206,206,689.5,514.1
207,207,691.3,520.6
208,208,688.2,521.2
209,209,703.5,515.6
210,210,702.4,508.4
211,211,701.3,515.9
212,212,700.2,523.4
213,213,694.75,522.0
214,214,689.3,520.6
215,215,688.4,520.7
216,216,687.54,520.81
217,217,686.69,520.93
218,218,685.83,521.04
219,219,684.97,521.16
220,220,684.11,521.27
