,frame,x,y
21,221,656.58,570.14
22,222,659.76,566.98
23,223,662.94,563.82
24,224,666.12,560.66
25,225,669.3,557.5
26,226,667.18,560.14
27,227,665.06,562.78
28,228,662.94,565.42
29,229,660.82,568.06
30,230,658.7,570.7
31,231,663.65,567.93
32,232,668.6,565.15
33,233,673.55,562.38
34,234,678.5,559.6
35,235,674.1,561.23
36,236,669.7,562.87
37,237,665.3,564.5
38,238,660.9,566.13
39,239,656.5,567.77
40,240,652.1,569.4
41,241,661.27,569.27
42,242,670.43,569.13
43,243,679.6,569.0
44,244,675.17,568.87
45,245,670.73,568.73
46,246,666.3,568.6
47,247,668.03,568.48
48,248,669.75,568.35
49,249,671.48,568.23
50,250,673.2,568.1
51,251,657.6,562.7
52,252,659.9,558.1
53,253,649.05,555.2
54,254,638.2,552.3
55,255,627.35,549.4
56,256,616.5,546.5
57,257,606.15,543.65
58,258,595.8,540.8
59,259,605.2,559.7
60,260,609.8,566.8
61,261,621.4,567.0
62,262,633.0,567.2
63,263,644.6,567.4
64,264,666.7,567.6
65,265,662.0,567.8
66,266,662.65,568.0
67,267,663.3,568.2
68,268,663.9,568.4
69,269,666.55,566.95
70,270,669.2,565.5
71,271,671.44,565.5
72,272,673.68,565.5
73,273,675.92,565.5
74,274,678.16,565.5
75,275,680.4,565.5
76,276,682.64,565.5
77,277,684.88,565.5
78,278,687.12,565.5
79,279,689.36,565.5
80,280,691.6,565.5
81,281,691.73,565.9
82,282,691.86,566.3
83,283,691.99,566.7
84,284,692.12,567.1
85,285,692.25,567.5
86,286,692.38,567.9
87,287,692.51,568.3
