,frame,x,y
37,387,748.15,559.56
38,388,746.6,558.94
39,389,745.05,558.32
40,390,743.5,557.7
41,391,743.29,557.7
42,392,743.08,557.7
43,393,742.87,557.7
44,394,742.66,557.7
45,395,742.45,557.7
46,396,742.24,557.7
47,397,742.03,557.7
48,398,741.82,557.7
49,399,741.61,557.7
50,400,741.4,557.7
51,401,739.65,557.29
52,402,737.9,556.88
53,403,736.15,556.47
54,404,734.4,556.06
55,405,732.65,555.65
56,406,730.9,555.24
57,407,729.15,554.83
58,408,727.4,554.42
59,409,725.65,554.01
60,410,723.9,553.6
61,411,723.08,551.1
62,412,722.25,548.6
63,413,721.43,546.1
64,414,720.6,543.6
65,415,712.53,538.7
66,416,704.47,533.8
67,417,696.4,528.9
68,418,674.27,530.27
69,419,652.13,531.63
70,420,630.0,533.0
71,421,622.23,528.43
72,422,614.47,523.87
73,423,606.7,519.3
74,424,606.5,520.9
75,425,606.3,522.5
76,426,606.1,524.1
77,427,620.6,526.08
78,428,635.1,528.05
79,429,649.6,530.03
80,430,664.1,532.0
81,431,687.65,539.45
82,432,711.2,546.9
83,433,710.86,547.88
84,434,710.53,548.85
85,435,710.19,549.83
86,436,709.85,550.8
87,437,709.51,551.78
88,438,709.18,552.75
89,439,708.84,553.73
90,440,708.5,554.7
91,441,711.39,556.14
92,442,714.28,557.58
93,443,717.17,559.02
94,444,720.06,560.46
95,445,722.95,561.9
96,446,725.84,563.34
97,447,728.73,564.78
98,448,731.62,566.22
99,449,734.51,567.66
100,450,737.4,569.1
101,451,737.4,569.1
102,452,737.4,569.1
