,frame,x,y
0,50,738.1,567.3
1,51,737.45,567.23
2,52,736.8,567.16
3,53,736.15,567.09
4,54,735.5,567.02
5,55,734.85,566.95
6,56,734.2,566.88
7,57,733.55,566.81
8,58,732.9,566.74
9,59,732.25,566.67
10,60,731.6,566.6
11,61,726.36,563.16
12,62,721.13,559.73
13,63,715.89,556.29
14,64,710.65,552.85
15,65,705.41,549.41
16,66,700.18,545.98
17,67,694.94,542.54
18,68,689.7,539.1
19,69,680.9,535.65
20,70,672.1,532.2
21,71,679.84,534.2
22,72,687.58,536.2
23,73,695.32,538.2
24,74,703.06,540.2
25,75,710.8,542.2
26,76,704.34,540.2
27,77,697.88,538.2
28,78,691.42,536.2
29,79,684.96,534.2
30,80,678.5,532.2
31,81,671.55,531.91
32,82,664.6,531.62
33,83,657.65,531.33
34,84,650.7,531.04
35,85,643.75,530.75
36,86,636.8,530.46
37,87,629.85,530.17
38,88,622.9,529.88
39,89,615.95,529.59
40,90,609.0,529.3
41,91,608.43,530.8
42,92,607.87,532.3
43,93,607.3,533.8
44,94,623.4,536.27
45,95,639.5,538.73
46,96,655.6,541.2
47,97,670.3,544.8
48,98,673.5,544.63
49,99,676.7,544.47
50,100,679.9,544.3
51,101,679.9,544.3
52,102,679.9,544.3
53,103,679.9,544.3
54,104,679.9,544.3
55,105,679.9,544.3
56,106,679.9,544.3
57,107,679.9,544.3
58,108,679.9,544.3
59,109,679.9,544.3
60,110,679.9,544.3
61,111,668.0,538.95
62,112,656.1,533.6
63,113,644.2,528.25
64,114,632.3,522.9
65,115,635.23,524.9
66,116,638.15,526.9
67,117,641.08,528.9
68,118,644.0,530.9
