,frame,x,y
18,248,640.77,531.9
19,249,643.5,531.6
20,250,647.0,533.8
21,251,644.2,533.55
22,252,641.4,533.3
23,253,636.4,530.7
24,254,637.7,532.7
25,255,636.2,535.1
26,256,655.5,545.4
27,257,674.8,555.7
28,258,681.6,557.8
29,259,687.1,560.0
30,260,680.3,562.1
31,261,682.23,560.2
32,262,684.17,558.3
33,263,686.1,556.4
34,264,670.0,554.5
35,265,679.9,552.7
36,266,689.8,550.9
37,267,696.0,552.8
38,268,695.5,552.2
39,269,695.0,551.6
40,270,668.0,541.2
41,271,666.15,538.45
42,272,664.3,535.7
43,273,662.45,532.95
44,274,660.6,530.2
45,275,658.75,527.45
46,276,656.9,524.7
47,277,655.05,521.95
48,278,653.2,519.2
49,279,643.85,514.9
50,280,634.5,510.6
51,281,624.0,509.7
52,282,615.3,506.6
53,283,621.1,513.8
54,284,635.5,526.6
55,285,614.6,535.2
56,286,604.8,546.2
57,287,598.7,548.9
58,288,595.5,549.2
59,289,592.95,552.55
60,290,590.4,555.9
61,291,590.0,550.0
62,292,598.82,551.06
63,293,607.64,552.12
64,294,616.46,553.18
65,295,625.28,554.24
66,296,634.1,555.3
67,297,629.87,555.5
68,298,625.63,555.7
69,299,621.4,555.9
70,300,648.9,559.6
71,301,656.63,558.63
72,302,664.37,557.67
73,303,672.1,556.7
74,304,667.3,552.35
75,305,662.5,548.0
76,306,670.95,551.6
77,307,679.4,555.2
78,308,670.43,554.83
79,309,661.47,554.47
80,310,652.5,554.1
81,311,651.56,551.88
82,312,650.61,549.66
83,313,649.67,547.43
84,314,648.72,545.21
85,315,647.78,542.99
86,316,646.83,540.77
87,317,645.89,538.54
