,frame,x,y
130,131,636.5,528.6
131,132,634.2,527.5
132,133,626.1,527.8
133,134,619.4,528.1
134,135,625.84,528.36
135,136,632.29,528.61
136,137,638.73,528.87
137,138,645.17,529.13
138,139,651.61,529.39
139,140,658.06,529.64
140,141,664.5,529.9
141,142,665.01,529.9
142,143,665.52,529.9
143,144,666.03,529.9
144,145,666.54,529.9
145,146,667.05,529.9
146,147,667.56,529.9
147,148,668.07,529.9
148,149,668.58,529.9
149,150,669.09,529.9
150,151,669.6,529.9
151,152,673.3,530.3
152,153,677.0,530.7
153,154,680.7,531.1
154,155,684.4,531.5
155,156,677.78,530.18
156,157,671.16,528.86
157,158,664.54,527.54
158,159,657.92,526.22
159,160,651.3,524.9
160,161,662.0,528.6
161,162,665.62,529.18
162,163,669.25,529.75
163,164,672.88,530.33
164,165,676.5,530.9
165,166,670.52,526.82
166,167,664.54,522.74
167,168,658.56,518.66
168,169,652.58,514.58
169,170,646.6,510.5
170,171,639.1,494.2
171,172,638.0,498.6
172,173,613.6,474.9
173,174,606.4,488.9
174,175,593.0,487.7
175,176,586.9,503.2
176,177,581.0,510.1
177,178,586.25,510.6
178,179,591.5,511.1
179,180,596.8,515.4
180,181,602.1,519.7
181,182,606.8,516.4
182,183,627.8,511.0
183,184,625.2,514.6
184,185,635.2,516.1
185,186,630.8,515.0
186,187,628.1,517.0
187,188,630.8,517.7
188,189,625.9,501.0
189,190,622.3,500.2
190,191,620.0,496.8
191,192,618.7,500.6
192,193,617.4,504.4
193,194,619.31,505.84
194,195,621.23,507.28
195,196,623.14,508.71
196,197,625.05,510.15
197,198,626.96,511.59
198,199,628.88,513.03
199,200,630.79,514.46
200,201,632.7,515.9
201,202,635.5,515.0
202,203,638.3,514.1
203,204,641.1,513.2
204,205,643.9,512.3
