,frame,x,y
7,181,649.54,521.68
8,182,647.55,521.61
9,183,645.57,521.54
10,184,643.58,521.47
11,185,641.6,521.4
12,186,638.2,521.3
13,187,643.3,521.2
14,188,656.0,522.5
15,189,659.25,522.55
16,190,662.5,522.6
17,191,664.56,523.01
18,192,666.62,523.42
19,193,668.68,523.83
20,194,670.73,524.23
21,195,672.79,524.64
22,196,674.85,525.05
23,197,676.91,525.46
24,198,678.97,525.87
25,199,681.03,526.28
26,200,683.08,526.68
27,201,685.14,527.09
28,202,687.2,527.5
29,203,685.75,524.99
30,204,684.3,522.48
31,205,682.85,519.97
32,206,681.4,517.46
33,207,679.95,514.95
34,208,678.5,512.44
35,209,677.05,509.93
36,210,675.6,507.42
37,211,674.15,504.91
38,212,672.7,502.4
39,213,655.9,509.7
40,214,647.2,512.4
41,215,644.4,511.87
42,216,641.6,511.33
43,217,638.8,510.8
44,218,636.0,510.27
45,219,633.2,509.73
46,220,630.4,509.2
47,221,633.75,515.7
48,222,637.1,522.2
49,223,646.9,518.6
50,224,649.33,517.98
51,225,651.77,517.36
52,226,654.2,516.73
53,227,656.63,516.11
54,228,659.07,515.49
55,229,661.5,514.87
56,230,663.93,514.24
57,231,666.37,513.62
58,232,668.8,513.0
59,233,668.8,513.0
60,234,668.8,513.0
61,235,668.8,513.0
62,236,668.8,513.0
63,237,668.8,513.0
64,238,668.8,513.0
65,239,668.8,513.0
66,240,668.8,513.0
67,241,668.8,513.0
68,242,668.8,513.0
69,243,671.04,514.06
70,244,673.28,515.12
71,245,675.52,516.18
72,246,677.76,517.24
73,247,680.0,518.3
74,248,682.24,519.36
