,frame,x,y
9,129,712.45,542.12
10,130,710.8,540.8
11,131,710.91,540.14
12,132,711.02,539.48
13,133,711.13,538.82
14,134,711.24,538.16
15,135,711.35,537.5
16,136,711.46,536.84
17,137,711.57,536.18
18,138,711.68,535.52
19,139,711.79,534.86
20,140,711.9,534.2
21,141,712.01,532.55
22,142,712.12,530.9
23,143,712.23,529.25
24,144,712.34,527.6
25,145,712.45,525.95
26,146,712.56,524.3
27,147,712.67,522.65
28,148,712.78,521.0
29,149,712.89,519.35
30,150,713.0,517.7
31,151,714.1,520.35
32,152,715.2,523.0
33,153,716.3,525.65
34,154,717.4,528.3
35,155,703.83,524.52
36,156,680.37,519.61
37,157,656.9,514.7
38,158,649.93,511.67
39,159,642.97,508.63
40,160,636.0,505.6
41,161,639.1,512.65
42,162,642.2,519.7
43,163,662.35,526.6
44,164,682.5,533.5
45,165,692.7,536.0
46,166,702.9,538.5
47,167,704.88,541.0
48,168,706.85,543.5
49,169,708.83,546.0
50,170,710.8,548.5
51,171,714.98,550.65
52,172,719.15,552.8
53,173,723.33,554.95
54,174,727.5,557.1
55,175,726.18,556.95
56,176,724.87,556.8
57,177,723.55,556.65
58,178,722.23,556.5
59,179,720.92,556.35
60,180,719.6,556.2
61,181,720.48,556.86
62,182,721.36,557.52
63,183,722.24,558.18
64,184,723.12,558.84
65,185,724.0,559.5
66,186,724.88,560.16
67,187,725.76,560.82
