,frame,x,y
28,278,714.04,551.94
29,279,715.97,552.22
30,280,717.9,552.5
31,281,717.9,552.5
32,282,717.9,552.5
33,283,717.9,552.5
34,284,717.9,552.5
35,285,717.9,552.5
36,286,717.9,552.5
37,287,717.9,552.5
38,288,717.9,552.5
39,289,717.9,552.5
40,290,717.9,552.5
41,291,717.9,552.5
42,292,717.9,552.5
43,293,717.9,552.5
44,294,717.9,552.5
45,295,717.9,552.5
46,296,717.9,552.5
47,297,717.9,552.5
48,298,717.9,552.5
49,299,717.9,552.5
50,300,717.9,552.5
51,301,717.36,553.24
52,302,716.82,553.98
53,303,716.28,554.72
54,304,715.74,555.46
55,305,715.2,556.2
56,306,697.03,554.1
57,307,678.87,552.0
58,308,660.7,549.9
59,309,660.9,549.35
60,310,661.1,548.8
61,311,657.1,551.5
62,312,653.1,554.2
63,313,664.7,555.1
64,314,676.3,556.0
65,315,705.4,562.8
66,316,709.2,564.04
67,317,713.0,565.28
68,318,716.8,566.52
69,319,720.6,567.76
70,320,724.4,569.0
71,321,725.59,568.82
72,322,726.78,568.64
73,323,727.97,568.46
74,324,729.16,568.28
75,325,730.35,568.1
76,326,731.54,567.92
77,327,732.73,567.74
78,328,733.92,567.56
79,329,735.11,567.38
80,330,736.3,567.2
81,331,736.3,567.2
82,332,736.3,567.2
83,333,736.3,567.2
84,334,736.3,567.2
85,335,736.3,567.2
86,336,736.3,567.2
87,337,736.3,567.2
88,338,736.3,567.2
89,339,736.3,567.2
