,frame,x,y
39,78,705.56,571.67
40,79,704.7,571.4
41,80,703.78,571.0
42,81,702.86,570.6
43,82,701.94,570.2
44,83,701.02,569.8
45,84,700.1,569.4
46,85,699.18,569.0
47,86,698.26,568.6
48,87,697.34,568.2
49,88,696.42,567.8
50,89,695.5,567.4
51,90,693.65,567.27
52,91,691.8,567.14
53,92,689.95,567.01
54,93,688.1,566.88
55,94,686.25,566.75
56,95,684.4,566.62
57,96,682.55,566.49
58,97,680.7,566.36
59,98,678.85,566.23
60,99,677.0,566.1
61,100,679.3,559.7
62,101,681.6,553.3
63,102,683.9,546.9
64,103,686.2,540.5
65,104,674.77,544.55
66,105,663.33,548.6
67,106,651.9,552.65
68,107,640.47,556.7
69,108,629.03,560.75
70,109,617.6,564.8
71,110,613.5,559.5
72,111,631.85,558.45
73,112,650.2,557.4
74,113,668.55,556.35
75,114,686.9,555.3
76,115,688.62,557.2
77,116,690.34,559.1
78,117,692.06,561.0
79,118,693.78,562.9
80,119,695.5,564.8
81,120,695.63,564.8
82,121,695.76,564.8
83,122,695.89,564.8
84,123,696.02,564.8
85,124,696.15,564.8
86,125,696.28,564.8
87,126,696.41,564.8
88,127,696.54,564.8
89,128,696.67,564.8
90,129,696.8,564.8
91,130,696.64,564.79
92,131,696.47,564.77
93,132,696.31,564.76
94,133,696.15,564.74
95,134,695.99,564.73
96,135,695.82,564.71
97,136,695.66,564.7
