,frame,x,y
20,20,680.1,511.1
21,21,678.91,510.57
22,22,677.72,510.04
23,23,676.53,509.51
24,24,675.34,508.98
25,25,674.15,508.45
26,26,672.96,507.92
27,27,671.77,507.39
28,28,670.58,506.86
29,29,669.39,506.33
30,30,668.2,505.8
31,31,667.4,506.23
32,32,666.6,506.67
33,33,665.8,507.1
34,34,667.84,507.67
35,35,669.89,508.24
36,36,671.93,508.81
37,37,673.97,509.39
38,38,676.01,509.96
39,39,678.06,510.53
40,40,680.1,511.1
41,41,676.8,510.57
42,42,673.5,510.04
43,43,670.2,509.51
44,44,666.9,508.98
45,45,663.6,508.45
46,46,660.3,507.92
47,47,657.0,507.39
48,48,653.7,506.86
49,49,650.4,506.33
50,50,647.1,505.8
51,51,637.23,503.58
52,52,627.35,501.35
53,53,617.48,499.12
54,54,607.6,496.9
55,55,607.43,495.97
56,56,607.27,495.03
57,57,607.1,494.1
58,58,615.7,493.2
59,59,609.65,493.6
60,60,603.6,494.0
61,61,601.83,494.73
62,62,600.07,495.47
63,63,598.3,496.2
64,64,601.9,496.8
65,65,613.18,500.5
66,66,624.47,504.2
67,67,635.75,507.9
68,68,647.03,511.6
69,69,658.32,515.3
70,70,669.6,519.0
71,71,668.94,519.0
72,72,668.28,519.0
73,73,667.62,519.0
74,74,666.96,519.0
75,75,666.3,519.0
76,76,665.64,519.0
77,77,664.98,519.0
78,78,664.32,519.0
79,79,663.66,519.0
80,80,663.0,519.0
81,81,663.26,519.0
82,82,663.52,519.0
83,83,663.78,519.0
84,84,664.04,519.0
85,85,664.3,519.0
86,86,664.56,519.0
87,87,664.82,519.0
88,88,665.08,519.0
89,89,665.34,519.0
90,90,665.6,519.0
91,91,665.38,518.91
