,frame,x,y
20,310,702.2,579.8
21,311,702.6,579.8
22,312,702.6,579.8
23,313,702.6,579.8
24,314,702.6,579.8
25,315,702.6,579.8
26,316,702.6,579.8
27,317,702.6,579.8
28,318,702.6,579.8
29,319,702.6,579.8
30,320,702.6,579.8
31,321,702.6,579.8
32,322,703.26,579.54
33,323,703.92,579.28
34,324,704.58,579.02
35,325,705.24,578.76
36,326,705.9,578.5
37,327,706.56,578.24
38,328,707.22,577.98
39,329,707.88,577.72
40,330,708.54,577.46
41,331,709.2,577.2
42,332,710.03,576.0
43,333,710.87,574.8
44,334,711.7,573.6
45,335,700.6,572.41
46,336,689.5,571.23
47,337,678.4,570.04
48,338,667.3,568.86
49,339,656.2,567.67
50,340,645.1,566.49
51,341,634.0,565.3
52,342,616.9,549.2
53,343,618.2,546.3
54,344,624.8,552.65
55,345,631.4,559.0
56,346,639.53,560.72
57,347,647.67,562.43
58,348,655.8,564.15
59,349,663.93,565.87
60,350,672.07,567.58
61,351,680.2,569.3
62,352,681.12,569.3
63,353,682.04,569.3
64,354,682.96,569.3
65,355,683.88,569.3
66,356,684.8,569.3
67,357,685.72,569.3
68,358,686.64,569.3
69,359,687.56,569.3
70,360,688.48,569.3
71,361,689.4,569.3
72,362,694.68,567.72
73,363,699.96,566.14
74,364,705.24,564.56
75,365,710.52,562.98
76,366,715.8,561.4
77,367,709.46,559.28
78,368,703.12,557.16
79,369,696.78,555.04
80,370,690.44,552.92
81,371,684.1,550.8
