,frame,x,y
22,122,606.14,550.56
23,123,610.06,548.79
24,124,613.98,547.02
25,125,617.9,545.25
26,126,621.82,543.48
27,127,625.74,541.71
28,128,629.66,539.94
29,129,633.58,538.17
30,130,637.5,536.4
31,131,636.49,536.4
32,132,635.48,536.4
33,133,634.47,536.4
34,134,633.46,536.4
35,135,632.45,536.4
36,136,631.44,536.4
37,137,630.43,536.4
38,138,629.42,536.4
39,139,628.41,536.4
40,140,627.4,536.4
41,141,633.1,530.7
42,142,632.93,530.92
43,143,632.77,531.13
44,144,632.6,531.35
45,145,632.43,531.57
46,146,632.27,531.78
47,147,632.1,532.0
48,148,611.2,532.6
49,149,601.0,530.1
50,150,603.4,530.1
51,151,586.1,497.7
52,152,584.0,508.3
53,153,587.6,520.8
54,154,601.0,522.9
55,155,614.4,525.0
56,156,627.8,527.1
57,157,630.9,527.5
58,158,624.7,524.1
59,159,629.85,526.45
60,160,635.0,528.8
61,161,635.63,528.8
62,162,636.26,528.8
63,163,636.89,528.8
64,164,637.52,528.8
65,165,638.15,528.8
66,166,638.78,528.8
67,167,639.41,528.8
68,168,640.04,528.8
69,169,640.67,528.8
70,170,641.3,528.8
71,171,640.67,528.55
72,172,640.04,528.3
73,173,639.41,528.05
74,174,638.78,527.8
75,175,638.15,527.55
76,176,637.52,527.3
77,177,636.89,527.05
78,178,636.26,526.8
79,179,635.63,526.55
