,frame,x,y
26,126,712.05,580.15
27,127,712.31,580.06
28,128,712.57,579.98
29,129,712.84,579.89
30,130,713.1,579.8
31,131,712.18,579.4
32,132,711.26,579.0
33,133,710.34,578.6
34,134,709.42,578.2
35,135,708.5,577.8
36,136,707.58,577.4
37,137,706.66,577.0
38,138,705.74,576.6
39,139,704.82,576.2
40,140,703.9,575.8
41,141,703.77,575.8
42,142,703.64,575.8
43,143,703.51,575.8
44,144,703.38,575.8
45,145,703.25,575.8
46,146,703.12,575.8
47,147,702.99,575.8
48,148,702.86,575.8
49,149,702.73,575.8
50,150,702.6,575.8
51,151,700.36,575.01
52,152,698.12,574.22
53,153,695.88,573.43
54,154,693.64,572.64
55,155,691.4,571.85
56,156,689.16,571.06
57,157,686.92,570.27
58,158,684.68,569.48
59,159,682.44,568.69
60,160,680.2,567.9
61,161,680.33,568.03
62,162,680.46,568.16
63,163,680.59,568.29
64,164,680.72,568.42
65,165,680.85,568.55
66,166,680.98,568.68
67,167,681.11,568.81
68,168,681.24,568.94
69,169,681.37,569.07
70,170,681.5,569.2
71,171,681.63,569.2
72,172,681.76,569.2
73,173,681.89,569.2
74,174,682.02,569.2
75,175,682.15,569.2
76,176,682.28,569.2
77,177,682.41,569.2
78,178,682.54,569.2
79,179,682.67,569.2
80,180,682.8,569.2
81,181,682.27,569.07
82,182,681.74,568.94
83,183,681.21,568.81
84,184,680.68,568.68
85,185,680.15,568.55
86,186,679.62,568.42
87,187,679.09,568.29
88,188,678.56,568.16
89,189,678.03,568.03
90,190,677.5,567.9
91,191,678.82,567.9
92,192,680.14,567.9
93,193,681.46,567.9
94,194,682.78,567.9
95,195,684.1,567.9
96,196,685.42,567.9
97,197,686.74,567.9
98,198,688.06,567.9
99,199,689.38,567.9
100,200,690.7,567.9
101,201,692.28,567.9
102,202,693.86,567.9
103,203,695.44,567.9
104,204,697.02,567.9
105,205,698.6,567.9
106,206,700.18,567.9
107,207,701.76,567.9
108,208,703.34,567.9
109,209,704.92,567.9
110,210,706.5,567.9
111,211,704.3,566.27
112,212,702.1,564.63
113,213,699.9,563.0
114,214,697.7,561.37
115,215,695.5,559.73
116,216,693.3,558.1
117,217,691.65,559.23
118,218,690.0,560.35
119,219,688.35,561.48
120,220,686.7,562.6
121,221,687.1,562.6
122,222,687.5,562.6
123,223,687.9,562.6
124,224,688.3,562.6
125,225,688.7,562.6
126,226,689.1,562.6
127,227,689.5,562.6
128,228,689.9,562.6
129,229,690.3,562.6
130,230,690.7,562.6
131,231,689.91,562.47
132,232,689.12,562.34
133,233,688.33,562.21
134,234,687.54,562.08
135,235,686.75,561.95
136,236,685.96,561.82
137,237,685.17,561.69
138,238,684.38,561.56
139,239,683.59,561.43
140,240,682.8,561.3
141,241,686.23,561.83
142,242,689.66,562.36
143,243,693.09,562.89
144,244,696.52,563.42
145,245,699.95,563.95
146,246,703.38,564.48
147,247,706.81,565.01
148,248,710.24,565.54
149,249,713.67,566.07
150,250,717.1,566.6
151,251,718.02,566.6
152,252,718.94,566.6
153,253,719.86,566.6
154,254,720.78,566.6
155,255,721.7,566.6
156,256,722.62,566.6
157,257,723.54,566.6
158,258,724.46,566.6
159,259,725.38,566.6
160,260,726.3,566.6
161,261,725.64,566.34
162,262,724.98,566.08
163,263,724.32,565.82
164,264,723.66,565.56
165,265,723.0,565.3
