,frame,x,y
3,4,654.5,515.35
4,5,656.08,514.55
5,6,657.67,513.76
6,7,659.25,512.97
7,8,660.84,512.18
8,9,662.43,511.38
9,10,664.01,510.59
10,11,665.6,509.8
11,12,665.6,509.27
12,13,665.6,508.74
13,14,665.6,508.21
14,15,665.6,507.68
15,16,665.6,507.15
16,17,665.6,506.62
17,18,665.6,506.09
18,19,665.6,505.56
19,20,665.6,505.03
20,21,665.6,504.5
21,22,670.35,506.9
22,23,675.1,509.3
23,24,673.23,508.28
24,25,671.35,507.25
25,26,669.48,506.23
26,27,667.6,505.2
27,28,667.27,504.2
28,29,666.93,503.2
29,30,666.6,502.2
30,31,656.4,501.9
31,32,652.52,500.72
32,33,648.64,499.54
33,34,644.76,498.36
34,35,640.88,497.18
35,36,637.0,496.0
36,37,645.8,494.8
37,38,631.7,493.6
38,39,617.6,492.4
39,40,608.6,491.2
40,41,599.6,490.0
41,42,595.28,490.22
42,43,590.97,490.43
43,44,586.65,490.65
44,45,582.33,490.87
45,46,578.02,491.08
46,47,573.7,491.3
47,48,578.2,494.28
48,49,582.7,497.25
49,50,587.2,500.23
50,51,591.7,503.2
51,52,627.15,503.6
52,53,662.6,504.0
53,54,674.3,504.4
54,55,673.25,504.8
55,56,672.2,505.2
56,57,671.94,507.18
57,58,671.68,509.16
58,59,671.42,511.14
59,60,671.16,513.12
60,61,670.9,515.1
61,62,670.11,514.57
62,63,669.32,514.04
63,64,668.53,513.51
64,65,667.74,512.98
65,66,666.95,512.45
66,67,666.16,511.92
67,68,665.37,511.39
68,69,664.58,510.86
69,70,663.79,510.33
70,71,663.0,509.8
71,72,663.13,509.8
72,73,663.26,509.8
73,74,663.39,509.8
74,75,663.52,509.8
75,76,663.65,509.8
76,77,663.78,509.8
