,frame,x,y
7,87,722.35,569.52
8,88,723.07,569.62
9,89,723.78,569.71
10,90,724.5,569.8
11,91,721.56,567.84
12,92,718.62,565.88
13,93,715.68,563.92
14,94,712.74,561.96
15,95,709.8,560.0
16,96,706.86,558.04
17,97,703.92,556.08
18,98,700.98,554.12
19,99,698.04,552.16
20,100,695.1,550.2
21,101,696.62,550.73
22,102,698.14,551.26
23,103,699.66,551.79
24,104,701.18,552.32
25,105,702.7,552.85
26,106,704.22,553.38
27,107,705.74,553.91
28,108,707.26,554.44
29,109,708.78,554.97
30,110,710.3,555.5
31,111,707.63,555.05
32,112,704.96,554.6
33,113,702.29,554.15
34,114,699.62,553.7
35,115,696.95,553.25
36,116,694.28,552.8
37,117,691.61,552.35
38,118,688.94,551.9
39,119,686.27,551.45
40,120,683.6,551.0
41,121,686.9,552.87
42,122,690.2,554.74
43,123,693.5,556.61
44,124,696.8,558.48
45,125,700.1,560.35
46,126,703.4,562.22
47,127,706.7,564.09
48,128,710.0,565.96
49,129,713.3,567.83
50,130,716.6,569.7
51,131,716.78,569.88
52,132,716.96,570.06
53,133,717.14,570.24
54,134,717.32,570.42
55,135,717.5,570.6
56,136,717.68,570.78
57,137,717.86,570.96
58,138,718.04,571.14
59,139,718.22,571.32
60,140,718.4,571.5
61,141,719.11,571.5
62,142,719.82,571.5
63,143,720.53,571.5
64,144,721.24,571.5
65,145,721.95,571.5
66,146,722.66,571.5
67,147,723.37,571.5
68,148,724.08,571.5
