,frame,x,y
27,227,709.56,576.63
28,228,705.08,574.67
29,229,700.6,572.7
30,230,696.0,570.6
31,231,692.84,568.5
32,232,689.68,566.4
33,233,686.52,564.3
34,234,683.36,562.2
35,235,680.2,560.1
36,236,679.4,561.7
37,237,683.55,566.58
38,238,687.7,571.45
39,239,691.85,576.33
40,240,696.0,581.2
41,241,691.9,565.6
42,242,693.68,567.62
43,243,695.46,569.64
44,244,697.23,571.67
45,245,699.01,573.69
46,246,700.79,575.71
47,247,702.57,577.73
48,248,704.34,579.76
49,249,706.12,581.78
50,250,707.9,583.8
51,251,701.47,581.28
52,252,695.03,578.76
53,253,688.6,576.23
54,254,682.17,573.71
55,255,675.73,571.19
56,256,669.3,568.67
57,257,662.87,566.14
58,258,656.43,563.62
59,259,650.0,561.1
60,260,656.4,558.7
61,261,658.5,552.1
62,262,663.56,555.77
63,263,668.61,559.43
64,264,673.67,563.1
65,265,678.72,566.77
66,266,683.78,570.43
67,267,688.83,574.1
68,268,693.89,577.77
69,269,698.94,581.43
70,270,704.0,585.1
71,271,704.0,585.1
72,272,704.0,585.1
73,273,704.0,585.1
74,274,704.0,585.1
75,275,704.0,585.1
76,276,704.0,585.1
77,277,704.0,585.1
78,278,704.0,585.1
79,279,704.0,585.1
80,280,704.0,585.1
81,281,704.92,585.1
82,282,705.84,585.1
83,283,706.76,585.1
84,284,707.68,585.1
85,285,708.6,585.1
86,286,709.52,585.1
87,287,710.44,585.1
