,frame,x,y
122,122,717.02,566.56
123,123,718.08,566.69
124,124,719.14,566.82
125,125,720.2,566.95
126,126,721.26,567.08
127,127,722.32,567.21
128,128,723.38,567.34
129,129,724.44,567.47
130,130,725.5,567.6
131,131,724.44,567.34
132,132,723.38,567.08
133,133,722.32,566.82
134,134,721.26,566.56
135,135,720.2,566.3
136,136,719.14,566.04
137,137,718.08,565.78
138,138,717.02,565.52
139,139,715.96,565.26
140,140,714.9,565.0
141,141,715.48,564.6
142,142,716.06,564.2
143,143,716.63,563.8
144,144,717.21,563.4
145,145,717.79,563.0
146,146,718.37,562.6
147,147,718.94,562.2
148,148,719.52,561.8
149,149,720.1,561.4
150,150,705.5,559.03
151,151,690.9,556.65
152,152,676.3,554.28
153,153,661.7,551.9
154,154,660.06,552.64
155,155,658.41,553.39
156,156,656.77,554.13
157,157,655.13,554.87
158,158,653.49,555.61
159,159,651.84,556.36
160,160,650.2,557.1
161,161,663.57,557.07
162,162,676.93,557.03
163,163,690.3,557.0
164,164,691.74,557.59
165,165,693.19,558.17
166,166,694.63,558.76
167,167,696.07,559.34
168,168,697.51,559.93
169,169,698.96,560.51
170,170,700.4,561.1
171,171,707.0,561.5
172,172,713.6,561.9
173,173,714.43,562.3
174,174,715.25,562.7
175,175,716.08,563.1
176,176,716.9,563.5
177,177,717.73,563.9
178,178,718.55,564.3
179,179,719.38,564.7
180,180,720.2,565.1
181,181,721.05,565.05
182,182,721.9,565.0
183,183,722.74,564.94
184,184,723.59,564.89
