,frame,x,y
9,129,721.47,552.48
10,130,721.1,552.2
11,131,719.91,551.37
12,132,718.72,550.54
13,133,717.53,549.71
14,134,716.34,548.88
15,135,715.15,548.05
16,136,713.96,547.22
17,137,712.77,546.39
18,138,711.58,545.56
19,139,710.39,544.73
20,140,709.2,543.9
21,141,709.2,543.9
22,142,709.2,543.9
23,143,709.2,543.9
24,144,709.2,543.9
25,145,709.2,543.9
26,146,709.2,543.9
27,147,709.2,543.9
28,148,709.2,543.9
29,149,709.2,543.9
30,150,709.2,543.9
31,151,709.7,537.03
32,152,710.2,530.15
33,153,710.7,523.28
34,154,711.2,516.4
35,155,691.6,517.95
36,156,672.0,519.5
37,157,664.8,521.03
38,158,657.6,522.55
39,159,650.4,524.08
40,160,643.2,525.6
41,161,643.5,527.15
42,162,643.8,528.7
43,163,657.6,529.58
44,164,671.4,530.45
45,165,685.2,531.33
46,166,699.0,532.2
47,167,697.2,532.15
48,168,695.4,532.1
49,169,693.6,532.05
50,170,691.8,532.0
51,171,691.8,532.0
52,172,691.8,532.0
53,173,691.8,532.0
54,174,691.8,532.0
55,175,691.8,532.0
56,176,691.8,532.0
57,177,691.8,532.0
58,178,691.8,532.0
59,179,691.8,532.0
60,180,691.8,532.0
61,181,700.35,536.4
62,182,708.9,540.8
63,183,710.55,543.49
64,184,712.2,546.18
65,185,713.85,548.86
66,186,715.5,551.55
67,187,717.15,554.24
68,188,718.8,556.93
