,frame,x,y
1,133,608.78,524.61
2,134,609.77,524.44
3,135,610.76,524.27
4,136,611.74,524.11
5,137,612.73,523.94
6,138,613.71,523.77
7,139,614.7,523.6
8,140,613.23,522.6
9,141,611.77,521.6
10,142,610.3,520.6
11,143,612.6,520.63
12,144,614.9,520.65
13,145,617.2,520.68
14,146,619.5,520.7
15,147,627.83,520.73
16,148,636.17,520.77
17,149,644.5,520.8
18,150,646.7,520.8
19,151,647.3,522.1
20,152,647.97,518.37
21,153,648.63,514.63
22,154,649.3,510.9
23,155,656.0,506.5
24,156,653.75,504.28
25,157,651.5,502.05
26,158,649.25,499.83
27,159,647.0,497.6
28,160,636.9,494.7
29,161,642.82,493.1
30,162,648.75,491.5
31,163,654.68,489.9
32,164,660.6,488.3
33,165,657.8,491.97
34,166,655.0,495.63
35,167,652.2,499.3
36,168,655.2,502.93
37,169,658.2,506.57
38,170,661.2,510.2
39,171,648.8,510.1
40,172,627.6,508.7
41,173,619.55,516.75
42,174,611.5,524.8
43,175,612.55,521.6
44,176,613.6,518.4
45,177,614.65,515.2
46,178,615.7,512.0
47,179,622.53,512.47
48,180,629.37,512.93
49,181,636.2,513.4
50,182,643.03,513.87
51,183,649.87,514.33
52,184,656.7,514.8
53,185,647.08,504.6
54,186,637.45,494.4
55,187,627.83,484.2
56,188,618.2,474.0
57,189,623.78,479.53
58,190,629.37,485.07
59,191,634.95,490.6
60,192,640.53,496.13
61,193,646.12,501.67
62,194,651.7,507.2
63,195,652.14,507.2
64,196,652.58,507.2
65,197,653.02,507.2
66,198,653.46,507.2
67,199,653.9,507.2
68,200,654.34,507.2
69,201,654.78,507.2
70,202,655.22,507.2
71,203,655.66,507.2
72,204,656.1,507.2
