,frame,x,y
9,349,719.39,560.44
10,350,718.4,560.0
11,351,717.74,559.12
12,352,717.08,558.24
13,353,716.42,557.36
14,354,715.76,556.48
15,355,715.1,555.6
16,356,714.44,554.72
17,357,713.78,553.84
18,358,713.12,552.96
19,359,712.46,552.08
20,360,711.8,551.2
21,361,710.04,550.65
22,362,708.28,550.1
23,363,706.52,549.55
24,364,704.76,549.0
25,365,703.0,548.45
26,366,701.24,547.9
27,367,699.48,547.35
28,368,697.72,546.8
29,369,695.96,546.25
30,370,694.2,545.7
31,371,697.55,545.28
32,372,700.9,544.85
33,373,704.25,544.43
34,374,707.6,544.0
35,375,701.9,541.9
36,376,696.2,539.8
37,377,685.8,538.0
38,378,675.4,536.2
39,379,656.2,534.35
40,380,637.0,532.5
41,381,632.5,530.85
42,382,628.0,529.2
43,383,623.48,528.1
44,384,618.95,527.0
45,385,614.43,525.9
46,386,609.9,524.8
47,387,621.9,528.1
48,388,633.9,531.4
49,389,645.9,534.7
50,390,657.9,538.0
51,391,677.7,539.5
52,392,680.39,539.82
53,393,683.08,540.14
54,394,685.77,540.47
55,395,688.46,540.79
56,396,691.14,541.11
57,397,693.83,541.43
58,398,696.52,541.76
59,399,699.21,542.08
60,400,701.9,542.4
61,401,704.76,544.27
62,402,707.62,546.14
63,403,710.48,548.01
64,404,713.34,549.88
65,405,716.2,551.75
66,406,719.06,553.62
67,407,721.92,555.49
68,408,724.78,557.36
69,409,727.64,559.23
70,410,730.5,561.1
71,411,730.5,561.1
72,412,730.5,561.1
