,frame,x,y
37,242,625.07,527.73
38,243,627.51,526.29
39,244,629.96,524.84
40,245,632.4,523.4
41,246,632.95,511.15
42,247,633.5,498.9
43,248,633.36,500.95
44,249,633.23,503.0
45,250,633.09,505.05
46,251,632.95,507.1
47,252,632.81,509.15
48,253,632.68,511.2
49,254,632.54,513.25
50,255,632.4,515.3
51,256,633.07,514.66
52,257,633.74,514.01
53,258,634.41,513.37
54,259,635.09,512.73
55,260,635.76,512.09
56,261,636.43,511.44
57,262,637.1,510.8
58,263,637.77,512.73
59,264,638.43,514.67
60,265,639.1,516.6
61,266,644.05,513.75
62,267,649.0,510.9
63,268,644.95,506.05
64,269,640.9,501.2
65,270,634.94,507.66
66,271,628.98,514.12
67,272,623.02,520.58
68,273,617.06,527.04
69,274,611.1,533.5
70,275,596.0,534.0
71,276,595.43,530.33
72,277,594.87,526.67
73,278,594.3,523.0
74,279,596.2,517.5
75,280,598.1,512.0
76,281,603.3,519.4
77,282,609.23,520.77
78,283,615.17,522.13
79,284,621.1,523.5
80,285,632.4,534.1
81,286,634.82,534.37
82,287,637.24,534.64
83,288,639.66,534.91
84,289,642.08,535.18
85,290,644.5,535.45
86,291,646.92,535.72
87,292,649.34,535.99
88,293,651.76,536.26
89,294,654.18,536.53
90,295,656.6,536.8
91,296,655.25,536.26
92,297,653.9,535.72
93,298,652.55,535.18
94,299,651.2,534.64
95,300,649.85,534.1
96,301,648.5,533.56
97,302,647.15,533.02
98,303,645.8,532.48
99,304,644.45,531.94
