,frame,x,y
25,325,645.5,531.35
26,326,645.5,531.48
27,327,645.5,531.61
28,328,645.5,531.74
29,329,645.5,531.87
30,330,645.5,532.0
31,331,644.22,532.13
32,332,642.94,532.27
33,333,641.67,532.4
34,334,640.39,532.53
35,335,639.11,532.67
36,336,637.83,532.8
37,337,636.56,532.93
38,338,635.28,533.07
39,339,634.0,533.2
40,340,628.3,533.3
41,341,617.0,525.4
42,342,621.6,527.35
43,343,626.2,529.3
44,344,634.0,529.9
45,345,632.62,530.47
46,346,631.23,531.03
47,347,629.85,531.6
48,348,628.47,532.17
49,349,627.08,532.73
50,350,625.7,533.3
51,351,621.5,531.2
52,352,617.3,529.1
53,353,603.17,530.27
54,354,589.03,531.43
55,355,574.9,532.6
56,356,565.5,533.0
57,357,561.7,533.4
58,358,550.9,532.9
59,359,550.0,534.4
60,360,565.0,535.9
61,361,574.4,535.5
62,362,596.5,535.1
63,363,608.6,534.7
64,364,612.7,535.6
65,365,617.7,535.0
66,366,619.3,535.7
67,367,619.25,534.78
68,368,619.2,533.85
69,369,619.15,532.93
70,370,619.1,532.0
71,371,611.3,527.8
72,372,611.71,527.72
73,373,612.11,527.63
74,374,612.52,527.55
75,375,612.93,527.47
76,376,613.33,527.39
77,377,613.74,527.3
78,378,614.15,527.22
79,379,614.56,527.14
80,380,614.96,527.06
81,381,615.37,526.97
82,382,615.78,526.89
83,383,616.18,526.81
84,384,616.59,526.72
85,385,617.0,526.64
