,frame,x,y
7,245,589.0,566.85
8,246,588.2,566.6
9,247,587.4,566.35
10,248,586.6,566.1
11,249,586.8,565.85
12,250,587.0,565.6
13,251,587.2,565.35
14,252,587.4,565.1
15,253,587.6,564.85
16,254,587.8,564.6
17,255,588.0,564.35
18,256,588.2,564.1
19,257,597.45,563.85
20,258,606.7,563.6
21,259,616.07,562.78
22,260,625.43,561.97
23,261,634.8,561.15
24,262,644.17,560.33
25,263,653.53,559.52
26,264,662.9,558.7
27,265,659.05,556.25
28,266,655.2,553.8
29,267,651.35,551.35
30,268,647.5,548.9
31,269,644.19,546.37
32,270,640.88,543.84
33,271,637.57,541.31
34,272,634.26,538.78
35,273,630.95,536.25
36,274,627.64,533.72
37,275,624.33,531.19
38,276,621.02,528.66
39,277,617.71,526.13
40,278,614.4,523.6
41,279,617.16,524.11
42,280,619.92,524.62
43,281,622.68,525.13
44,282,625.44,525.64
45,283,628.2,526.15
46,284,630.96,526.66
47,285,633.72,527.17
48,286,636.48,527.68
49,287,639.24,528.19
50,288,642.0,528.7
51,289,641.59,528.16
52,290,641.18,527.62
53,291,640.77,527.08
54,292,640.36,526.54
55,293,639.95,526.0
56,294,639.54,525.46
57,295,639.13,524.92
58,296,638.72,524.38
59,297,638.31,523.84
60,298,637.9,523.3
61,299,624.5,527.9
62,300,611.1,532.5
63,301,597.7,537.1
64,302,584.3,541.7
65,303,579.1,544.45
66,304,573.9,547.2
67,305,584.6,549.9
68,306,585.2,548.2
69,307,595.65,550.5
70,308,606.1,552.8
71,309,612.65,549.25
72,310,619.2,545.7
73,311,637.3,547.1
74,312,640.29,548.51
75,313,643.27,549.93
76,314,646.26,551.34
77,315,649.24,552.76
78,316,652.23,554.17
79,317,655.21,555.59
80,318,658.2,557.0
81,319,657.54,555.94
82,320,656.88,554.88
83,321,656.22,553.82
84,322,655.56,552.76
85,323,654.9,551.7
86,324,654.24,550.64
87,325,653.58,549.58
88,326,652.92,548.52
89,327,652.26,547.46
90,328,651.6,546.4
91,329,651.6,546.2
92,330,651.6,546.0
93,331,651.6,545.8
94,332,651.6,545.6
